appid,policy_url,hash_name,app_cata,file_size,bin
com.hellochinese,http://www.hellochinese.cc/privacy.html,b006f1d1f8a5a0c094e616946ca7922111ea7de756dbf9f4dbe6364fca495db2.txt,EDUCATION,2.9052734375,0-10
com.geekslab.qrbarcodescanner.pro,http://geekslab-privacypolicy.blogspot.com,7f51ab57a59eda913421aa89796f2387121a3a6ab791763cdecb52ba94e7a046.txt,SHOPPING,2.744140625,0-10
in.pricehistory.app,https://pricehistoryapp.com/privacy-policy,8a1c3b5e442ffa4b049a840983949629431cde3ba7bc1d29b827f71fe44e2a00.txt,SHOPPING,9.560546875,0-10
com.katecca.screenofflock,https://privacy-policy-f5886.firebaseapp.com/app_privacy_policy.html,5e6c842ee8f17e4cf3418ea2c6d698707f7cf23e06e456112f28f3da0aeb7f60.txt,TOOLS,6.7548828125,0-10
fm.player,https://player.fm/privacy,8dc9cbc286b0d2335a307a58710edeaa6954f928ee974343448761d316bef2fd.txt,MUSIC_AND_AUDIO,1.798828125,0-10
wifi.key.show.master.show.all.wifi.password,https://softologicx.blogspot.com/2020/01/wi-fi-analyzer-application-privacy.html,db55bf8873b971ddd4ffc15a855b36f942fc88f69bbdc87f111e85db1612c691.txt,TOOLS,2.5703125,0-10
com.sparklepemcpe.realistic_shader_mod_mcpe,https://sparklepeonline.web.app/policy.html,7abca702c77e4e55b6582c429c7835815a9d179e8ff6477a810772aabfe1dbbf.txt,ENTERTAINMENT,4.3662109375,0-10
com.menue.sh.beautycamera,https://adc.glopa.jp/privacy_policy.html,a6b85bfe73172bd4a1c2a16ead08c0d6872e6be60fa572b8e763dfc8de879174.txt,PHOTOGRAPHY,2.6083984375,0-10
jackpal.androidterm,https://github.com/jackpal/Android-Terminal-Emulator/wiki/Privacy-Policy,779428ca9d0a68d839684891d5b14b3b43119c8e95186a8acb9ed9c4db6b02f3.txt,TOOLS,4.796875,0-10
com.tony.usbcamera.molink,http://www.mo-linktech.com,785c1607f79c2ab5e439b3856760013a2a8df48ee51518593689a2216f50e5aa.txt,PHOTOGRAPHY,1.1357421875,0-10
in.krosbits.musicolet,https://krosbits.in/musicolet/docs/privacy_policy/,b917fdccb64280094d2e6c2c81c098748007a5514251a7feb4725637ce0b195a.txt,MUSIC_AND_AUDIO,9.634765625,0-10
hk.com.hsbc.hsbchkmobilebanking,https://www.hsbc.com.hk/mobile/privacy-statement/,7035fdf178613018297c36a86d31e757b77972da79307655aad26cfc4cde2785.txt,FINANCE,5.8828125,0-10
videomedia.rainyphotovideo,https://sites.google.com/view/destinytool,f7ad64e6c9a529e3015c886a17fb0da5599b874b44f5e4cd8759341759740043.txt,VIDEO_PLAYERS,5.41796875,0-10
com.VideobirdStudio.SlowMotionVideo,https://privacynew.wordpress.com/videobird-studio-privacy-policy/,e6d34a0b881b17b3380cde2600af35f918b0d7c15179e5b560ddb98fde69e24b.txt,VIDEO_PLAYERS,1.146484375,0-10
com.gpsnavigationmaps.routefinder,https://sites.google.com/view/appsonixprivacypolicy/home,18eb266ef325a403d8ac3697e0fb457636b3d78cdf980141c96799cb05fb6bac.txt,MAPS_AND_NAVIGATION,3.5166015625,0-10
com.orangeannoe.englishdictionary,https://orangeannoe.wordpress.com/privacy-policy/,55997d3f30970147c860bb3d24baf19c6fcdfac3b58818c31e969e2663c5d2be.txt,EDUCATION,3.96875,0-10
com.bloketech.lockwatch,https://bloketech.com/lockwatch/privacy,c93d876cf953c79d7e9068df06dc062ab05985948ae3e1486d7503f277c20dae.txt,TOOLS,1.2216796875,0-10
com.tombayley.volumepanel,https://tombayley.dev/apps/volume-styles/privacy-policy/,58f91e254a502aa1e97895aae05d36d12b3d09f6255969d9d45f8f42367bd1c4.txt,PERSONALIZATION,2.7607421875,0-10
com.done.faasos,https://www.faasos.com/privacy,69df287b5e61e9a125d9d991df286d1b7fa88216bd39ee9836ebde68aa0c6b5b.txt,FOOD_AND_DRINK,1.9990234375,0-10
com.mres.schedule,https://bible-daily-reading.blogspot.com/p/privacy-policy.html,05fcb07dad70fe9eaa7025ee4d1b09bf05a2a3efa866a6e529299d7330eb26c9.txt,EDUCATION,3.1865234375,0-10
com.ghinhindioffline.lucentobjective,https://aicsmapp.blogspot.com/2018/09/privacy-policy.html,e231f62364f5b8ae23e9e4750e756f5fa62985ba01bf916b09024a2a36318d64.txt,EDUCATION,4.7333984375,0-10
com.team.assistivetouch.easytouch,https://sites.google.com/view/assistivetouch/privacy-policy,9303fa2c9a63e29990f3cbd0c85867383c3a3d5b070145ec7b5635bfc69726d1.txt,PERSONALIZATION,3.7685546875,0-10
mydiary.journal.diary.diarywithlock.diaryjournal.secretdiary,https://mydiary-eb51d.web.app,ba91bdc7260735555c6396c2f216e7bd9a3b4ca7ffaa614582dc5d5d9e23d39d.txt,LIFESTYLE,8.32421875,0-10
com.soundcorset.client.android,https://soundcorset.com/public/privacypolicy.html,5c04bc4e2e777bad1770476c6b238697544c100470c7fd78918df4216c1670a7.txt,MUSIC_AND_AUDIO,3.4814453125,0-10
com.yuhuankj.tmxq,https://www.oohlaapp.com//ttyy/agreement_tmxq/private.html,b19cb0506d7512f74041295fea0239469f40271ed43918b39bc9c2930e337255.txt,SOCIAL,8.2626953125,0-10
com.safelight.unlimitedfast,https://sites.google.com/view/safe-light/home,ee4a8b136521a91faa39210ebcf8a16d1b48b3ae051277e5dacdb1d6bd582e84.txt,TOOLS,4.154296875,0-10
com.secureapps.antitheftalarm,https://dont-touch-my-phone-app.web.app/privacy_policy,7878d9d253a6360575b2739579abc2d521144b28f2f82763672820ea3912768f.txt,HOUSE_AND_HOME,5.64453125,0-10
com.styleapps.flowersphoto.frames,http://mobibyte.es/styleapps-privacy-policy.html,a765911cd97c6f81318457654ebda37566b6d2af93a15b2ef07c41c019899bdc.txt,PHOTOGRAPHY,3.9970703125,0-10
tool.scanner,https://github.com/pickwicksanta/QR-Code-Scan-Barcode-Scanner/wiki/Questions-&-Answers,7bd1b6f76904440b2c00a914cb8d3c61125b18c81577db501f9ac1854f8c5b15.txt,TOOLS,3.0322265625,0-10
vg.farmfruit.pophaverst,https://sites.google.com/view/bigwins/home,a8279f8b121d4851d0f87e868f6ae15b27d89e4ee66e003443b3145b1e55b0e1.txt,FOOD_AND_DRINK,9.470703125,0-10
com.codium.hydrocoach,https://hydrocoach.com/privacy-policy/,2aa72e0b5880c8ad9c0866540db56639572c3f58b9c1a652129a2536f3653ab0.txt,HEALTH_AND_FITNESS,6.5341796875,0-10
com.ecare.ovulationcalculator,https://www.agmostudio.com/doc/mobile-privacy-policy.htm,d16941525d1df0daa4d8345ad392ddaca7a3ce763560baf9eb067571b8e55edd.txt,MEDICAL,5.3427734375,0-10
com.islamicworld.qurankareem,https://islamicworldapps.wordpress.com/2017/04/20/quran-karim-privacy-policy/,21a5cd801796b831aa4ebba603a70175ec1b275908a0de2bfb1bde0825ca9792.txt,EDUCATION,1.748046875,0-10
com.bianf.avatars.new_cats,https://kvins.github.io/avatarMakers/GPrivacyPolicy.html,b688586554d4971311b39fd0ae8699c1a8446337879c3e8e0ea9ee48c7b7a9b1.txt,ENTERTAINMENT,5.6025390625,0-10
com.doggoapps.luxlight,http://doggoapps.com/privacypolicy.html,8f41340ff12a7446f4914a5ee2be2ab5806c43ec193120d68663d90a941f3c45.txt,TOOLS,9.52734375,0-10
com.whousemywifi.wifiscanner.networkscanner,https://jackgao8899.github.io/privacy_policy.html,07106a32ab0ad85cfbca5189f3a47541024d85f7fd9e1102e60469a5e2c88265.txt,TOOLS,5.126953125,0-10
app.com.lovephotoblender,http://extremesheights.blogspot.com,2f8141fca44156eb7f86a108973bb06dcdbc481403371a5fb340692f7410f0d1.txt,PHOTOGRAPHY,5.0791015625,0-10
doh.health.shield,https://alhosnapp.ae/en/privacy-policy/,df629e129d91b68482676bb47298e38d830f855d11b24c74b62e983111888f15.txt,MEDICAL,7.412109375,0-10
codematics.wifitv.tvremote.smarttv.remotecontrol.tv.remote.control,https://www.codematics.co/privacy-policy/,f5e1b67435ab23fc3038b8f1d4717471fdbf3ffd28d730a9a5ab893926cadc35.txt,HOUSE_AND_HOME,1.216796875,0-10
eu.flightapps.airtraffic,http://flightapps.eu/privacy-policy.html,4bbb7375a24d75bb48103c01312809594498a3bcba60ea9a9cb14107b14edd84.txt,MAPS_AND_NAVIGATION,2.947265625,0-10
com.amila.parenting,https://amila.io/apps/babytracker/privacy.html,b52b91af6504ce26e845816e152495acf111769e3e2f469701cdb7bdf06dc7fa.txt,PARENTING,4.634765625,0-10
com.madarsoft.queen,https://malekah.info/privacy.html,9e953343f91104f93ef9a62b532c60ffbae82731988e96550a1452c96d991827.txt,HEALTH_AND_FITNESS,4.0654296875,0-10
idv.nightgospel.TWRailScheduleLookUp,http://twrailpolice.appspot.com/privacy.html,6da208d7440201e6b489714ccebe60a2bea0aad6e772ec058d754383ac5befca.txt,TRAVEL_AND_LOCAL,8.4609375,0-10
com.tombayley.bottomquicksettings,https://tombayley.dev/apps/bottom-quick-settings/privacy-policy/,b6abbe4e91df3d28dd3185428a68318c550e21caf1a9003ab2053a88abce6d51.txt,PERSONALIZATION,3.173828125,0-10
com.foreverbilisim.sevgilibul,https://www.ayesoft.net/apps-privacy-policy.html,1738c7a6e9e61b3abe20754ab292df935dc167bfb730fceb46f79d9fdb7acd45.txt,DATING,8.1494140625,0-10
com.andromo.dev540689.app522042,https://quran-karim-mp3.tk/PrivacyPolicy/,675872f8f5fec4d0ec553c55d4d994dcc0b28b640e88fd9da3ff17de5237edc7.txt,MUSIC_AND_AUDIO,4.697265625,0-10
com.keuwl.metronome,https://www.keuwl.com/privacy_policy/pp71.html,b2724a47ac1ed5ed74e770316cc9d63db8817d4ebbf5ecc750cac30de3be1f53.txt,MUSIC_AND_AUDIO,1.037109375,0-10
com.yablio.sendfilestotv,https://sendfilestotv.app/privacy.html,59473f1e412e370b777490726df973aed90a7c7b38119df3a5a5f9d733dc1f84.txt,TOOLS,2.638671875,0-10
com.mobiletranstorapps.all.languages.translator.free.voice.translation,https://sites.google.com/view/mobiletranslatorapps/home,e2dfb94f7689eb8d49e2d22d8fcacc1f9ff316e9e18374cf192211b8bd7f55bb.txt,TOOLS,5.4091796875,0-10
com.myntra.android,https://www.myntra.com/termsofuse,cc53ebec8f6f268513c768f5c20ded053638b87109b4f39a5ecbdeb1898de9e4.txt,SHOPPING,4.8193359375,0-10
com.saby.babymonitor3g,https://saby.app/privacy-policy,9fdf27dac17a269c641e684fd3fef6a895241d9cdac53d59d46aaad76a8a8f82.txt,PARENTING,4.794921875,0-10
com.app.calculator.vault.hider,http://wifi-server-lb-2145604179.sa-east-1.elb.amazonaws.com/Calculator_vault.htm,1bda14e463fa648c833b823a585aa75145e724c44c8a0f44e4b3bec0a5053693.txt,TOOLS,1.232421875,0-10
net.blackenvelope.writeinrunic,https://www.blackenvelope.net/privacy/runic/,42e561e241b7f586fdf558f170acb08d9f5b126455f761493fcdcf86a65255da.txt,BOOKS_AND_REFERENCE,4.5107421875,0-10
photo.collage.maker.selfie.beautycamera,https://sites.google.com/view/photocollagemakervideoeditor/home,4abeb68d26e36ebb75f9aaec80a2800f81c1a9f94186b8c360478e2a2cf3f585.txt,PHOTOGRAPHY,8.1689453125,0-10
com.clashbasepedia,https://clash-basepedia.firebaseapp.com/privacy_policy.html,ba8bc6d271a457c63d6365f9c6b64b9c3ebecdc462a5cec3d238d396abac8067.txt,ENTERTAINMENT,6.2548828125,0-10
com.arjanvlek.oxygenupdater,https://oxygenupdater.com/privacy/,d8ea2cf5fca494f4a0ba1476273b9558d38bd7eb6d9efbbd38d6102c311a262b.txt,TOOLS,4.4541015625,0-10
im.twogo.godroid,http://www.2go.im/privacy,4f16309deff1375ab437e7955c38123cf80bf5e8a6fd51c9a6944569a07078d9.txt,DATING,7.421875,0-10
com.ip_camera_monitor,https://www.deskshare.com/privacy_policy_apps.htm,c90883c3193fa65bba34cf431d502410722cc87b95327fa60d418ff26016ca81.txt,TOOLS,8.72265625,0-10
com.xdev.docxreader.docx.docxviewer.document.doc.office.viewer.reader.word,https://rpdevapps.blogspot.com/2021/09/privacy-policy-docx.html,8c8422b8d89d9e27bfad7e34251801fca8ddda02fe01e9fa9e9cec1c42f625d2.txt,TOOLS,5.76953125,0-10
com.tamtris.fertilityfriend,https://www.fertilityfriend.com/ffprivacy.html,d43eb5b57a71ac4ed21ec4c83c0693526578da5edb53edbb52fed269eda9dab7.txt,HEALTH_AND_FITNESS,7.7568359375,0-10
com.maxxt.animeradio,http://maxxt.ru/privacy_policy.htm,b449856e5ca6be6280a4567b0170f13d557c33fac27202dc8a0644b9c4715167.txt,MUSIC_AND_AUDIO,5.46875,0-10
com.stanleygames.emojichanger,https://gainessoftware.com/privacy-policy/emoji-changer.html,9ac70f4ccfcc5ee6d7507273a9bdaba5a758dc9d12f4b3ac541f692aa462df33.txt,TOOLS,5.587890625,0-10
com.eve.fancy,https://sites.google.com/view/fancy-light/,eb0fa26d272c52dc44be526cd715545ed793557295ed96a450b57fad04906c60.txt,PRODUCTIVITY,4.4921875,0-10
com.goodwallpapers.phone_wallpapers,http://onekat.full-hd-wallpapers.com/privacy-policy,4c1ba9d5bd11d22d3fdd89401e9f099f6f36ecdeab5979d3e076f8771fe4a4d5.txt,PERSONALIZATION,5.1455078125,0-10
com.wapp.status.saver,https://sites.google.com/view/i718709c,f07052052114ec2bd2b60c4ec0eb15f8e9e06a13b4c46e885fb5423ed4a9d574.txt,TOOLS,4.533203125,0-10
com.northpark.drinkwater,http://www.northparkapp.com/privacypolicy.html,1d5befa83e505865679b906916a0f1188b1857822cc01cb8d5b2a80945471667.txt,HEALTH_AND_FITNESS,1.7001953125,0-10
in.hindi.shayari,https://oggyapps.blogspot.com/p/privacy-policy_4.html?m=1,66a9d7792c8e78335ea38a28f0d49c6a0c5a2794217117e470b33407946b8a6c.txt,ENTERTAINMENT,4.859375,0-10
in.whatsaga.whatsapplongerstatus,https://sites.google.com/view/whatsaga-privacy-policy/home,85d11075f0401fc5339904e34fe9aa4b9877ba5ebe233f24fffdbbb1ed9ac78d.txt,PRODUCTIVITY,2.3076171875,0-10
com.smartriver.looka,https://looca.net/privacy.html,9c63827eea5e53e6e2bc37bfb025581ec1fc7a6666b6765d4aab13e0c69d0c53.txt,LIFESTYLE,5.708984375,0-10
app.video.converter,https://technozer.com/policy/videoconverter_privacy_policy.html,e3e044f9bad548948f99669933173ec0d8f129afd24833d87dfc3390b9edf26b.txt,VIDEO_PLAYERS,5.603515625,0-10
com.remind4u2.birds.sounds.relax.and.sleep,https://sites.google.com/view/spaceburgersoft/,1bd00f43d35e91d0cc23a248dbb142c1ef50f38c842384958723b2a711228435.txt,MUSIC_AND_AUDIO,4.6103515625,0-10
com.mycompany.anton_mokshyn.touchscreentest,https://sites.google.com/view/touchscreen-test-privacy-polic/,7fddf8343c4c2bd6c3117c8f34106936bc1a816275804ae554e71718c99c41e9.txt,TOOLS,4.583984375,0-10
com.quvideo.xiaoying,https://rc.veresource.com/web/vivaVideo/index/Terms/index.html,16f34702067b97694fe7d073637f8be6117eca149a180c01dcbd6afb44ff2694.txt,VIDEO_PLAYERS,7.4013671875,0-10
mobi.byss.voxelator,http://byssmobile.com/priv/priv.html,13c5d2a9675f4aed90bde8dce4a402cce68b20f788f3570ca80c5b78289a615b.txt,ENTERTAINMENT,9.5732421875,0-10
com.documentscan.simplescan.scanpdf,https://firebasestorage.googleapis.com/v0/b/document-scan-76693.appspot.com/o/Privacy_Policy.html?alt=media&token=5aca3112-66c8-4efc-bd7f-78274e982d23,d1f2e7b8c7db6992921785ddd49ff3bc2af1c00a4ed46e0638da23df39c43d40.txt,BUSINESS,4.6552734375,0-10
com.mfutbg.app,https://www.telefootball.net/gdpr,770c0133b1ecdde2e8f8c1ba08a229c9618bab9157ecd4f25737bb0f8559fba5.txt,SPORTS,4.20703125,0-10
com.newlook.launcher,https://newedu.oss-us-west-1.aliyuncs.com/privacy.html,d54774f24694b7a3e60b2e09a9d44b7e336a744ade2f17a562408eb5cd5208de.txt,PERSONALIZATION,4.486328125,0-10
ee.mtakso.driver,https://bolt.eu/en/legal/privacy-for-drivers/,e1cbf8e0bd8870f1422bdf1a02427672e80850b39d98c768299d26c8badc3d85.txt,MAPS_AND_NAVIGATION,9.1025390625,0-10
com.arabunit.thrermosal,https://arab-space.net/privacy_policy.html,470a0c6d7a08dc39d92c4318dad9517eb0d5aaf53d4e6bc7d6fe7d74aceee9ff.txt,MUSIC_AND_AUDIO,7.4833984375,0-10
hd.uhd.live.wallpapers.topwallpapers,https://www.mrdroiduhdidle.com/privacypolicy.html,024d9aaee7ce0d028c5d661a8aba535e31c6a93e4a47b43d45c94f57117a3731.txt,PERSONALIZATION,6.609375,0-10
sensustech.universal.tv.remote.control,https://sensustech.com/privacy/general.html,1bec5ec1b47d80a0a480900deb4da09329626bc8cd2bd907639f5d33acfb0511.txt,TOOLS,6.8671875,0-10
com.utilitiesandtool.pdfreader,https://firebasestorage.googleapis.com/v0/b/compass-app-df4f4.appspot.com/o/Privacy_Policy_PDFReader.html?alt=media&token=352a1bcf-cb07-4ec9-84b6-17af960c1454,3d664da228afe3d9b92568f50b3906bbbe2838457e5424ba8a6dd9154e5cc389.txt,PRODUCTIVITY,4.271484375,0-10
ca.tsn.mobile.android,https://www.bell.ca/Security_and_privacy/Commitment_to_privacy,ba77880fe3117c228bf3b0a256546ba6fe7cdcbae4e3a940701a4180327cc433.txt,SPORTS,9.751953125,0-10
com.engineery.memorizequran,http://www.kalendarzislamski.com/memorize_quran.htm,c38391bfab3083e246d1f4f4dcbea64b83a95ac93d17b962b93268bb70d80363.txt,BOOKS_AND_REFERENCE,1.7763671875,0-10
com.thegosa.miuithemes,https://www.thegosa.com/PrivacyPolicy/themesformiui,ee463498def42343290f98ff7625d83527ad201439921c9c7712a80eeec5ae38.txt,PERSONALIZATION,4.140625,0-10
com.ekaisar.android.eb,https://micromeriasoft.blogspot.com/2019/12/privacy-policy.html,51738ad6e479b88825d31dbb4a02ab66558cb84c6ee57dab92f71101089934dc.txt,COMMUNICATION,1.4833984375,0-10
com.pet.translator.prank.simulator.animal.cat.dog,https://firebasestorage.googleapis.com/v0/b/pet-translator-prank-dog--cat.appspot.com/o/Privacy-Policy.html?alt=media&token=f29846a0-c9aa-4de6-9e1c-63d41a9dde51,ef4463478200557d399d9b554c5f244f526ea25ad3b7fa3ee0178e49e92a0a65.txt,ENTERTAINMENT,6.7919921875,0-10
com.finperssaver,https://sites.google.com/view/uramaks/financepm,ceeda9b105386f4be66aed2cb2fbbb3df136bf39635550315788b02283d2e0e8.txt,FINANCE,5.75390625,0-10
com.california.cowboy.studios.gps.speedometer.odometer,https://sites.google.com/site/cybertechpolicy/,23c42938bf673fdeb9eaffdb345c150d09989c6ea43af0690da4f034ec46119f.txt,MAPS_AND_NAVIGATION,6.29296875,0-10
com.leolegaltechapps.officetools,https://officetools.leolegaltech.com/privacy-policy.html,cb7567605d17c0c00be191827f7cd6ebadba3c77f234c474ce4d1886a5ec7815.txt,COMMUNICATION,5.2705078125,0-10
com.etoolkit.lovecollage,http://lovecollage.me/privacy,1bb7353caca51f46adc6e85feb73a1ffe5c9396a79c6293d662e1e7f30ca3628.txt,PHOTOGRAPHY,3.0966796875,0-10
com.jtexpress.PhClient,https://www.jtexpress.ph/privacy.html,d606d3154d35e3186b0ae99fb3889e8a8ee2079bd552c624071bbd2651c8030a.txt,PRODUCTIVITY,8.78515625,0-10
imoblife.androidsensorbox,https://sites.google.com/view/sensorbox-privacy,8376a38fc30229db8f4c26babb35a6ecbaa3d5dd8d352ab2756894d8b7e8a959.txt,TOOLS,4.4990234375,0-10
com.flufflydelusions.app.enotesclassiclite,http://fluffydelusions.blogspot.com/2017/02/privacy-policy.html,13e5b58284ef1f6cf4b229e8571a7284567592806bc9990a8d877dc478dd1158.txt,PRODUCTIVITY,2.6640625,0-10
org.tezza,https://www.shoptezza.com/pages/tezza-app-privacy-policy,230326ae6c6f66b1809428e29e60c3d8a13e6320427fd133379d7e78ac7fe1dd.txt,PHOTOGRAPHY,7.1328125,0-10
com.minma.icon.free,https://pages.flycricket.io/minma-icon-pack/privacy.html,68fefda398c347d6c0a346f6ac16f87076b16a875446aa3fbaddb4fae622bcec.txt,PERSONALIZATION,5.76953125,0-10
wallpaper.transparent,https://livewallpapaper.weebly.com/,3a67c44190d4df27ff54de6a55033eb2d23f6f69695d74d41994aeb9ab29bb7f.txt,PERSONALIZATION,3.18359375,0-10
cancionesinfantiles.toycantando,https://toycantando.com/politica-privacidad/,77142ae036b6a1103902efa7d8a8ff36395cc0664fcfca5058e7b7070e74e42f.txt,ENTERTAINMENT,9.8212890625,0-10
com.versionapp.tools,https://www.freeprivacypolicy.com/privacy/view/bdb8ace2019abf080e9e5ddea9c626bf,c275dc450de849020da648e453e50a2c19e4541e5fdd4c1b38c6a27f6f2e1b39.txt,TOOLS,7.0576171875,0-10
com.hypermedia.songflip,https://www.songflip.com/static/terms-privacy.html,789ac9dec4e59ebf29b2df07463ba06e699ce54f8000833dae19c1bfbb6d0096.txt,MUSIC_AND_AUDIO,8.900390625,0-10
com.devsoldiers.bodytracker.pulse,https://medportal.kharkov.ua/privacypolicy/bodytracker_pulse.html,70f56580a7950ca786cc19974181248181cc541dad921d61551510d699636b1e.txt,HEALTH_AND_FITNESS,3.474609375,0-10
com.better.smart.spacecleaner,https://sites.google.com/view/ps-space-cleaner/%E9%A6%96%E9%A1%B5,2c5baac7d47114637a99cf49bdc6f3a0852b4fe1ce636f90aedb0ebae1473cff.txt,TOOLS,8.599609375,0-10
com.nicedayapps.iss_free,https://sites.google.com/view/iss-live-now-privacy-policy/,81f6c372d1eaecc167e1374477bc84f915004512f56c80aac48ccf6d022fe443.txt,EDUCATION,4.466796875,0-10
xdt.statussaver.downloadstatus.savestatus,https://sites.google.com/view/privacypolicyofas/,d7e91456fc2b88ccddd0f045cd81cbea44ca373c0c20bb44b0f9f42b2ab1af00.txt,TOOLS,2.2734375,0-10
com.mobilebox.dailycoin,https://sites.google.com/view/dailycoins,69af48c8bd25caeb3e8dec6e73b9a0fd87911b0c7b3ee97e02d116d5d856a799.txt,LIFESTYLE,5.3916015625,0-10
com.mobile.bizo.piercing.photo,http://www.bizomobile.com/privacy-policy_piercing.html,1cec63271a9cc7dd58389828a3d477f8ad664e894498acdfdb02088aad3c8ab7.txt,PHOTOGRAPHY,3.5791015625,0-10
qibla.compass.finddirection.hijricalendar,https://smartqibla.blogspot.com/2019/09/privacy-policy-9d-islamic-apps-built.html,f844d003837beb84726daf8b4b65fdbcba032a2d698bbd11db6e5b945aa206db.txt,LIFESTYLE,6.837890625,0-10
com.giftweet.download,https://sites.google.com/view/gif-video-tweet-downloader,4dbfd0000d1635ebd84cfa7d75d905463288150c5b567b0abf70c6ec07520d17.txt,ENTERTAINMENT,4.6865234375,0-10
com.ape.apps.networkbrowser,https://apps.ape-apps.com/network-browser/privacy.html,e1d527bcfee783aa8338a5519c6c643654dbcdaf2d2f5e6dc39c8020e91887fe.txt,TOOLS,3.974609375,0-10
com.free.turbocleaner,https://sites.google.com/view/turboclean/%E9%A6%96%E9%A1%B5,50f053cc146c8188b27b9e1da0a212034ccae8e36f0bb586620fc3a56d0220f7.txt,TOOLS,3.15234375,0-10
com.abccontent.mahartv,https://www.mahar.app/privacy-policy/,36d6a6028ddea4958b55fcc1a20f82fb1be9ef53cd09c516094b5b3641a4dd57.txt,ENTERTAINMENT,6.6826171875,0-10
com.codepoint.carswallpapers,https://www.freeprivacypolicy.com/privacy/view/8f13a8c010ad8d780d1e5e3e172fa2d1,a716f2f028c6e8b9e27956b9abde5d7b1afef9387adde1afa2c1351765116099.txt,PERSONALIZATION,6.783203125,0-10
mp3.cutter.ringtone.maker.trimmer,http://accountlabprivacy.blogspot.com/2017/02/terms-of-service-and-privacy-policy.html,83240df4066e1a13974a36e8fa8b14c4b01e6f7fc0f572c63ab52a96d2351b3e.txt,MUSIC_AND_AUDIO,2.041015625,0-10
com.yaozu.tiktokwallpaper,http://www.chaojijihua.com:8080/superplan/privacy_tiktok_wallpaper.html,b6a144727401e94e62c2d9a9a63833fa3613d80dd2709fec7e06b06790d532c2.txt,PERSONALIZATION,7.05859375,0-10
com.nutrabay,https://nutrabay.com/help-center/,de67a7cf1874c3de133af07ac541bef24e82998c7eeb169b32dd08fb99a3946c.txt,HEALTH_AND_FITNESS,1.091796875,0-10
com.musicplayer.mp3player.media.musicplayer2020,https://sites.google.com/view/music-privacy-policy,02ca005e558ebf99d43535598f3323ec89b84ec1daf10aba309b759c7d377edd.txt,MUSIC_AND_AUDIO,4.6650390625,0-10
com.livescore,https://www.livescore.com/en/policy/,eb4261718ba9ae72d6a0553aabbf366a465b7ba4fc773a29b54d6caf0eebaae7.txt,SPORTS,1.1123046875,0-10
ghost.detector.pro,https://doc-hosting.flycricket.io/ghost-detector-pro-privacy-policy/5a40ea33-fbda-42cb-9097-d3daff7b03d0/privacy,973e5bd9bfc80110cadf5824ae19f13a123fa781515e96e7229e92caabc2eade.txt,ENTERTAINMENT,5.7900390625,0-10
